UF;Total de Leitos
RJ;22
MG;87
BA;21
RJ;38
MT;70
RJ;140
AC;20
RS;32
SC;25
DF;140
MG;20
MT;28
MG;111
PA;80
MS;50
BA;38
MG;141
RO;22
AL;32
MG;28
PE;6
PB;174
ES;22
AC;76
AL;270
PE;218
MG;208
MA;213
DF;281
AM;160
PR;465
ES;160
SP;228
RN;105
SP;285
SP;256
SP;528
DF;106
SP;434
PE;120
MG;126
AL;339
AL;137
SP;105
BA;1.752
TO;40
SP;43
SC;40
RJ;12
RJ;39
PB;222
PB;453
PB;220
PB;72
PB;84
PB;108
PE;80
PB;228
PB;113
PE;40
CE;73
BA;150
MG;442
AC;238
AL;70
AM;20
PA;398
PA;474
AM;114
ES;176
PB;15
AM;336
PR;40
CE;8
SP;132
GO;768
AL;173
SP;69
GO;966
SP;871
PR;68
PE;30
BA;40
MG;222
SP;200
PR;111
MG;62
SP;90
AL;50
MG;48
BA;75
RS;48
RJ;63
PA;30
MG;150
RJ;40
GO;25
GO;20
RO;22
BA;42
MT;33
MT;33
MG;8
SP;140
SP;205
CE;93
CE;42
BA;159
CE;30
BA;258
BA;210
PR;32
RR;190
PA;52
PR;54
MS;41
MA;24
AM;60
GO;183
SP;53
RJ;50
BA;33
RS;87
RS;168
SP;35
RN;28
BA;70
MS;72
SP;45
RO;62
CE;16
BA;49
MA;96
BA;220
PE;105
MT;50
RJ;144
AM;37
BA;72
SP;42
SP;45
AL;89
GO;40
MG;65
BA;70
RJ;150
PA;52
SP;124
SP;42
AL;980
SP;206
MG;120
MG;108
MG;134
RJ;140
MG;144
AM;70
MG;70
SP;50
BA;37
MG;161
SP;103
MG;34
MG;62
SP;262
MG;330
BA;170
SP;138
MG;100
PB;130
MG;35
RS;328
MG;200
MG;64
MS;100
MG;120
ES;182
ES;115
ES;176
MG;194
RJ;173
MG;99
ES;247
MG;196
MG;164
MG;55
MG;78
MG;62
MG;288
ES;115
MA;169
SP;21
CE;40
MA;30
MS;18
MG;72
AM;47
PR;60
GO;38
CE;8
MG;40
MG;10
MG;110
RJ;42
RJ;66
PR;65
BA;33
MT;91
GO;46
SP;54
AM;80
MG;26
BA;48
SP;36
MG;26
PR;135
SC;24
SP;100
SP;450
PE;100
MG;70
RO;50
PA;40
SP;30
RO;30
SP;280
SP;359
SP;180
SP;163
SP;1.233
TO;20
CE;127
RJ;72
SP;36
AL;66
RO;18
MT;461
AL;60
RJ;38
SP;25
MG;200
MG;78
RJ;155
PR;72
RJ;166
SP;163
AM;22
RJ;30
TO;92
MG;160
MG;44
MG;40
PR;50
AL;45
MG;53
SP;285
MG;35
MT;157
MS;100
MS;88
MS;90
AL;30
PR;70
GO;218
RJ;12
RJ;218
RJ;150
AL;47
BA;58
PB;350
BA;304
PE;34
RJ;9
MG;137
GO;125
PA;45
PR;80
RJ;50
SP;224
PI;130
MS;152
MG;90
MG;120
MG;250
MG;351
SP;105
MG;691
RJ;120
CE;120
MS;50
MS;110
BA;135
RJ;49
MG;180
RS;340
RJ;223
PA;22
SP;41
BA;13
BA;23
BA;24
MA;14
PA;24
MT;12
RJ;30
SP;10
RJ;23
SC;15
CE;21
PE;12
PE;350
PE;568
PE;354
RJ;38
MG;31
BA;120
SP;135
MG;54
SP;60
SP;60
SP;42
MG;20
AL;90
RS;50
SP;100
SP;6
DF;720
BA;19
PE;42
RJ;100
RN;210
MA;37
MT;54
CE;112
BA;600
CE;43
CE;158
SP;30
BA;59
PB;159
PR;109
BA;46
PR;16
AL;78
RJ;42
MG;50
AM;22
RJ;40
SC;120
AL;78
MG;117
AL;62
MG;25
PE;22
SP;86
CE;15
MS;29
AL;36
SP;116
SP;30
BA;224
MT;120
RJ;36
RJ;42
RJ;60
RJ;40
RJ;60
AM;44
SP;208
MG;117
RJ;254
RJ;238
SP;86
SP;110
RS;280
RJ;164
RS;150
MT;20
RJ;216
SC;120
RJ;176
BA;17
MG;28
BA;98
SP;89
CE;4
MT;44
PE;300
MT;36
RN;529
RO;30
BA;35
SP;107
SP;34
SP;10
MG;24
RS;150
ES;55
CE;75
ES;64
RS;56
SP;92
AM;264
SP;25
RN;48
MA;230
MS;106
SC;380
SC;276
SC;339
SC;277
SC;509
SC;138
SC;165
GO;39
PE;50
RJ;32
RO;21
DF;148
MG;23
SC;240
CE;232
CE;302
RS;139
RS;216
RS;154
RS;648
PR;273
RS;180
RS;504
RS;300
AL;90
SP;120
SP;60
CE;30
ES;64
BA;21
PA;210
AM;24
TO;163
PR;53
BA;574
SP;252
BA;44
GO;38
SP;132
SC;48
BA;16
RJ;57
RN;137
SP;40
RO;33
PA;88
MG;26
RJ;78
BA;128
MA;33
BA;108
BA;280
BA;88
PE;350
SP;200
RJ;28
RN;286
MG;70
BA;697
BA;840
BA;348
PE;16
RO;13
RJ;9
RJ;17
PR;78
CE;56
ES;251
PE;114
RJ;50
SP;101
RJ;84
MT;50
SC;60
BA;126
SP;84
RJ;55
MA;185
SP;100
SP;24
RO;93
PA;30
PE;37
PB;92
ES;24
SP;70
PE;26
SC;66
RJ;92
AL;72
MT;40
RJ;48
GO;31
RJ;120
RJ;42
MG;52
BA;108
GO;25
SP;42
SC;30
PE;12
BA;24
CE;49
CE;21
MG;28
RN;20
MG;23
AM;120
RJ;26
PB;22
BA;90
RJ;56
RJ;111
RJ;10
ES;30
BA;92
SP;49
RJ;48
CE;34
RJ;70
PE;6
MG;36
MS;60
MA;105
RJ;62
PB;73
PE;25
SP;24
ES;5
BA;60
SP;64
MT;60
RJ;54
MG;30
PE;33
MG;56
MG;88
SP;33
PB;29
AL;64
MG;37
BA;28
PB;69
SC;38
RJ;239
CE;35
RS;50
RN;35
PB;20
PB;24
PE;32
MS;35
GO;30
CE;39
RJ;110
CE;70
BA;37
BA;26
MS;40
CE;25
CE;12
SC;34
BA;80
AL;112
TO;40
BA;25
PE;126
RJ;78
BA;39
RJ;8
RJ;45
SP;64
MG;12
RS;9
SP;34
CE;21
GO;14
CE;55
MG;36
RJ;78
RJ;21
MG;54
RJ;119
MG;20
AL;49
SC;18
RJ;25
SP;26
PE;27
SC;70
SP;40
PE;65
SC;60
SP;18
SP;70
MG;16
TO;25
RJ;14
CE;192
MS;172
RJ;81
PE;26
PR;105
CE;11
PB;48
PB;82
PB;24
BA;31
CE;36
SP;69
RN;31
BA;94
MG;42
PA;40
PE;43
RJ;60
PB;35
SP;63
MT;58
SP;113
PB;36
SP;40
MG;20
MG;16
MS;40
RJ;48
SC;51
MG;60
RJ;30
CE;30
CE;48
SP;86
RS;19
SP;35
RJ;50
RJ;111
MT;27
SP;30
MA;16
MG;13
MG;68
RJ;60
RJ;80
BA;30
RJ;98
PE;16
SP;44
RJ;26
RJ;96
RJ;74
RS;20
SC;51
BA;17
RJ;63
PE;58
PR;30
RJ;24
AL;24
MG;17
PE;21
SP;50
SC;30
SC;63
RJ;27
PE;22
PR;22
SC;12
GO;40
SP;25
PB;30
PE;12
RJ;34
SC;48
SP;22
SP;26
BA;234
RJ;36
GO;13
MG;32
MG;80
SC;45
BA;40
SP;172
SP;130
MG;70
MG;36
PB;60
SP;36
RJ;45
RS;110
RS;112
BA;456
SP;25
PB;69
PE;36
MG;22
PB;15
BA;30
PB;35
SC;96
RJ;31
PR;118
MG;28
RJ;120
AL;22
SP;10
RJ;92
AL;140
RJ;45
CE;6
ES;62
SP;35
PE;10
AL;81
PB;69
MG;35
SP;34
RJ;20
MG;90
SP;97
MG;62
MG;18
PB;32
MT;18
MS;56
RJ;96
MG;19
MG;890
CE;25
SE;100
SP;90
PE;50
ES;33
RJ;24
RJ;60
PA;120
GO;28
SP;15
MG;13
SC;50
MG;35
MG;40
SP;60
RJ;79
SP;12
RS;21
PE;220
SP;22
GO;435
SC;97
SP;33
RJ;25
SP;33
AL;33
MG;88
RJ;44
CE;60
ES;120
MS;44
RJ;74
GO;32
RJ;120
PI;18
RJ;120
SP;32
BA;70
ES;41
BA;53
BA;75
PA;34
BA;64
BA;30
PE;24
CE;49
RN;40
RJ;69
RJ;54
MG;23
MG;60
BA;59
SC;36
AL;100
PE;40
RJ;300
MG;22
RJ;60
BA;46
BA;48
RJ;33
ES;42
MG;50
SE;66
BA;15
BA;40
RS;15
RJ;18
PB;100
BA;35
RJ;80
ES;30
CE;19
CE;47
AL;58
RJ;18
PB;14
MA;50
AL;68
RJ;40
MG;48
SP;65
RS;74
RJ;34
AL;10
MG;47
MG;43
SC;22
SC;60
MS;24
MG;12
BA;56
PR;24
CE;13
PE;17
BA;56
BA;52
BA;40
RJ;30
SP;35
RJ;100
RS;14
MG;6
RS;30
MS;10
PE;68
RS;14
MG;60
GO;24
MT;42
BA;30
CE;20
PE;110
RS;22
PE;60
BA;67
RJ;22
MT;27
PE;14
RJ;41
SP;24
CE;8
BA;48
RJ;15
RJ;32
RJ;60
MS;48
CE;50
GO;130
RJ;28
GO;12
PR;75
ES;24
CE;65
CE;94
BA;40
BA;8
SP;8
RN;60
GO;24
PE;50
CE;135
SC;99
CE;24
CE;48
MA;36
MS;23
PR;30
ES;60
SP;40
SP;125
SP;38
SP;54
SP;100
CE;52
PE;105
CE;42
MG;7
PR;80
MA;32
ES;87
GO;31
RS;119
ES;39
CE;29
SP;20
CE;15
RJ;96
PE;27
RJ;40
MG;69
PE;45
RS;30
PE;95
BA;12
CE;27
GO;55
CE;30
SP;52
ES;70
RJ;24
CE;24
MS;49
SP;63
RJ;28
BA;130
CE;11
PE;16
RJ;60
RJ;22
MG;25
CE;23
RJ;40
SP;30
BA;54
SC;22
RJ;42
RJ;40
RJ;40
MG;28
BA;20
RJ;22
SP;52
BA;75
RJ;30
RJ;51
RJ;54
CE;78
SC;29
SP;25
RJ;44
BA;80
MG;32
RJ;27
PB;18
PE;32
PE;54
BA;73
MG;20
PB;22
RS;26
AL;25
PE;5
ES;112
RJ;42
RN;16
RJ;38
MG;160
PE;20
BA;40
RJ;20
RJ;30
AM;75
RJ;36
SP;64
RJ;150
CE;90
PE;36
MG;180
RJ;10
AL;21
SP;45
PE;22
SP;36
BA;50
MG;40
PR;14
RJ;60
RJ;120
CE;18
RJ;34
RJ;33
MG;53
SP;30
RJ;8
RJ;70
RS;60
AL;50
AL;18
RJ;40
MS;74
SC;44
RN;68
PB;42
PE;60
MG;33
RJ;105
PE;17
ES;16
RJ;17
MG;50
MG;50
RJ;147
RJ;20
MS;50
RN;16
CE;19
MG;57
MG;50
BA;54
BA;23
RJ;25
MS;40
MG;45
SP;16
ES;30
BA;34
RJ;60
RJ;52
BA;69
RJ;60
SP;27
RJ;32
SE;32
CE;39
RJ;60
BA;77
SE;40
RJ;38
AL;33
SP;67
MG;30
RJ;30
PB;54
GO;30
SP;50
RJ;30
MG;34
RJ;65
MG;50
SC;75
RJ;55
SP;26
MT;18
PE;10
MG;48
RJ;35
PE;20
CE;49
PB;72
RO;30
RJ;112
RJ;24
SP;85
PE;35
MT;130
BA;36
SC;180
RN;48
RJ;22
MT;200
CE;61
PR;110
PE;88
SP;26
MG;38
RJ;55
ES;64
SC;17
CE;66
MS;60
GO;30
PI;30
GO;24
RJ;72
AL;40
MA;30
SC;36
PR;67
AM;24
SP;88
ES;128
RJ;90
BA;40
PB;24
SP;72
SP;70
PE;24
BA;28
RJ;47
MG;62
MG;17
ES;62
RJ;80
RJ;28
BA;48
AL;111
SP;100
RJ;37
SP;35
BA;160
PR;33
RJ;18
SP;8
MT;29
ES;17
ES;50
GO;46
MG;42
BA;66
PE;40
GO;70
RS;32
RS;19
RS;14
MT;69
RJ;58
RJ;111
RJ;19
ES;45
BA;50
RN;16
RJ;72
MS;60
MG;82
BA;210
SP;200
RJ;10
AL;20
MS;50
SP;200
SP;30
SP;60
PE;48
SC;108
RJ;20
PE;99
MG;45
SP;48
MS;55
RJ;35
BA;54
SC;20
SC;80
AL;23
RJ;60
BA;68
SC;20
RS;60
RJ;32
MT;58
SP;28
SC;50
SP;57
PR;14
PB;104
AL;17
BA;51
PA;30
MG;18
MS;70
GO;10
SP;11
SC;9
MG;18
TO;64
MG;54
SC;4
MS;36
MS;32
RJ;36
MA;17
GO;35
SP;40
RJ;60
AM;50
SP;24
MG;12
GO;40
MG;28
SP;8
MG;18
SC;60
MG;27
BA;384
AM;32
SP;88
GO;26
ES;260
SC;20
BA;100
RN;58
MG;50
SC;29
MG;38
RJ;36
RS;110
BA;54
MG;30
SC;38
AL;72
MG;92
PR;70
MG;35
RJ;56
SP;19
MG;80
MG;48
RJ;22
MG;70
RJ;42
RS;60
BA;100
PE;109
BA;16
PE;17
MG;26
RS;29
AM;54
AL;26
PB;8
PB;15
GO;87
RN;30
AL;28
RJ;90
MG;14
RN;46
SP;45
GO;32
PE;26
RS;24
PI;26
RN;56
MG;28
RJ;36
PE;27
MG;29
MG;22
PR;38
SP;65
GO;51
BA;27
BA;60
CE;38
RJ;38
PE;17
MT;44
SP;104
PA;110
RN;140
RJ;60
SP;36
ES;40
MG;176
RJ;51
CE;30
CE;20
AL;21
SC;24
MG;21
AL;34
GO;40
AL;11
SC;60
AL;18
SC;50
GO;14
PB;26
MG;40
ES;26
SP;16
BA;49
MG;58
MG;38
RS;42
MG;42
SP;128
SP;30
BA;78
RJ;150
RN;99
AL;10
MT;24
SP;42
SP;13
PB;62
SP;10
CE;8
BA;77
BA;23
BA;38
CE;63
MG;35
RJ;23
SP;77
RJ;22
BA;72
RJ;56
SP;60
RJ;35
GO;48
CE;57
SP;13
AL;14
AL;27
PE;75
RJ;6
RJ;33
RJ;12
MG;24
MG;21
MG;19
MG;48
MG;47
RJ;26
MG;550
MG;77
MG;60
RJ;218
MA;156
RJ;180
BA;527
SP;45
AL;15
ES;101
RJ;62
CE;330
RN;324
RN;500
SC;160
CE;630
AL;117
PE;18
SC;350
PB;130
BA;108
SC;160
BA;25
SP;8
CE;16
CE;60
RS;245
SC;252
SC;166
RS;245
BA;258
RJ;224
AC;72
TO;80
SP;218
MG;130
RS;240
PR;450
MS;345
MS;345
MG;99
MG;72
RJ;110
RJ;88
SP;38
BA;54
SC;210
SP;232
PE;420
RJ;622
MA;186
MG;365
MG;170
MG;646
MG;277
MG;288
RJ;73
RJ;198
RJ;292
RJ;204
RJ;432
MG;152
RJ;130
RJ;151
RJ;436
RJ;234
RJ;65
MG;320
RJ;318
MG;234
PB;100
BA;60
RJ;75
SC;49
MT;23
SC;115
PA;74
AM;26
MA;34
AL;18
RJ;192
SC;14
RJ;124
BA;100
MT;45
RS;240
RJ;48
SP;26
MS;182
SP;51
SC;85
SP;72
RJ;40
RJ;128
BA;184
MS;70
SP;11
RN;64
PE;40
PR;32
PE;60
MG;197
MG;31
PR;136
CE;60
RR;20
RR;63
MG;60
GO;8
BA;40
PB;23
RJ;23
RJ;34
BA;74
RJ;10
RJ;15
RJ;218
AM;9
SC;150
MS;72
MG;15
MG;30
AL;42
AC;16
CE;28
AL;100
SC;300
BA;41
RO;75
AC;63
BA;32
PB;38
CE;42
PE;78
PE;432
RJ;38
MT;55
BA;65
AM;40
CE;44
CE;20
RN;50
SC;72
AM;20
MG;44
SP;150
SP;139
SC;240
PI;80
RJ;172
RJ;198
SC;113
SP;276
RJ;88
MS;96
SP;80
PE;35
RJ;70
MG;22
PR;902
RJ;24
AL;25
RJ;31
CE;102
PE;30
GO;8
RJ;100
PB;18
RJ;124
BA;61
PE;54
SP;13
MS;30
RJ;88
AC;33
PB;138
MG;152
PA;96
RS;109
RS;205
RS;242
RS;84
RS;105
PR;148
GO;78
RJ;839
RS;85
MS;21
SC;6
BA;19
MG;25
AL;39
BA;144
SP;12
MG;20
GO;20
SP;15
MG;60
PR;50
MS;40
AM;22
BA;100
PE;82
SC;62
SC;5
RS;29
BA;66
SP;573
SC;235
GO;12
ES;10
CE;25
RJ;61
SC;60
SP;21
MG;18
SP;90
SC;54
SP;25
RS;55
RJ;52
RS;22
MA;12
RS;55
MG;90
MG;48
SP;178
RJ;70
SP;50
ES;40
RJ;96
PE;596
PA;220
SP;27
PE;94
CE;15
MS;92
MT;90
SP;60
PE;24
PE;63
SP;16
SC;40
SC;42
SP;150
SP;17
RN;63
RJ;85
AL;530
AL;103
SE;24
BA;56
MT;50
PR;31
TO;6
SE;36
MG;47
MG;36
RS;28
SP;312
SP;65
SP;57
SP;132
SP;104
SP;168
SP;51
GO;149
AL;240
RO;78
RJ;50
MG;100
RJ;30
AL;14
PR;47
MG;36
AL;18
PE;600
RJ;566
GO;13
BA;93
BA;64
SE;75
RN;49
SP;40
RJ;16
PE;81
AL;96
SP;160
SP;31
MT;80
CE;9
RJ;70
SP;120
SP;47
PB;72
SP;50
SP;135
SP;200
RN;595
PR;144
PA;99
PA;25
RJ;839
MG;70
SP;138
GO;220
RJ;65
RJ;808
MG;100
MG;182
RJ;579
MT;78
MG;30
SP;184
RJ;220
RJ;60
MG;22
SP;50
PE;20
MT;68
PA;24
CE;16
RJ;46
MG;450
RN;10
MG;165
SP;138
DF;97
SP;165
SP;54
MA;35
BA;160
BA;60
MS;61
PR;16
RJ;27
RJ;29
MS;18
RN;478
PA;95
AC;52
PE;74
BA;26
PA;82
AL;260
MG;130
SP;94
AL;24
CE;52
RJ;64
AM;24
AM;52
RN;57
MT;21
PA;30
BA;15
SP;5
BA;7
BA;89
CE;20
BA;12
GO;15
RJ;44
SP;10
MS;35
PE;20
MG;24
MT;56
CE;36
MG;40
RS;78
MG;18
GO;30
AL;14
RS;27
SP;44
AL;25
MS;151
MS;60
RJ;40
MG;20
PR;60
RO;45
AM;22
BA;45
BA;19
SP;45
MG;38
PB;52
GO;35
BA;49
SP;56
RJ;118
PR;58
CE;32
GO;970
GO;864
GO;60
GO;145
GO;950
GO;1.728
GO;399
GO;284
GO;880
GO;1.420
GO;1.432
CE;576
PR;82
CE;204
BA;36
SP;9
MT;43
GO;49
MG;27
AM;40
PB;30
SP;50
AL;44
BA;44
ES;20
MG;56
RS;200
AL;36
RS;38
SC;100
MG;58
MG;61
RS;120
BA;110
RS;56
PR;5
SP;25
MG;22
SP;8
SP;50
RJ;42
AM;66
RJ;20
GO;10
MS;336
PI;140
PE;400
RJ;572
MG;363
RJ;265
SP;2.280
GO;248
SP;380
RJ;310
MG;136
MG;111
MG;110
ES;20
MG;20
PA;60
MS;46
PI;105
BA;104
GO;10
RJ;50
AM;32
AC;36
MG;120
BA;14
PI;82
PE;60
MT;126
PE;44
CE;24
GO;21
PR;60
CE;51
PB;12
PA;43
PA;117
SC;102
BA;81
SP;9
SP;63
AM;80
GO;25
SC;90
AL;107
RJ;24
PE;22
PR;40
CE;2
SC;150
SC;50
MG;46
SC;160
RO;32
PE;14
PR;172
MT;72
PE;50
MG;80
AL;52
SC;232
RJ;40
ES;287
PR;71
RO;84
RS;150
RN;776
AL;24
RO;126
PE;170
CE;65
BA;60
SC;128
SP;174
SC;46
BA;292
BA;207
CE;58
PR;35
BA;150
PR;210
RO;78
AL;15
GO;78
SC;14
MS;110
RJ;63
RS;135
PR;31
MG;128
MT;37
BA;44
MS;30
BA;98
ES;7
MG;76
MG;14
MG;240
MT;20
SC;260
CE;70
MG;80
SP;150
PR;156
PR;210
SP;116
SC;406
SP;48
PR;137
SP;125
SP;130
MG;100
PR;75
SP;453
SP;58
SP;161
RS;150
PR;83
BA;100
GO;184
MG;11
GO;220
MG;60
MS;178
AL;26
SP;120
PA;20
PE;32
SC;120
PE;24
RJ;403
RJ;187
ES;34
AL;90
SE;113
CE;8
BA;100
PB;167
PE;4
SC;113
MG;25
MG;32
SP;148
AL;68
MT;30
SP;94
SP;289
SP;415
RS;168
GO;172
SP;119
SP;110
SP;173
RJ;103
MG;38
MG;56
RJ;157
RJ;215
BA;120
BA;412
BA;900
BA;300
BA;400
BA;1.564
BA;395
BA;383
MG;16
PE;36
PE;30
SP;79
PR;100
MG;26
MG;157
MG;24
SP;301
RR;65
PE;16
CE;165
MG;410
SC;254
SP;105
BA;64
MA;100
MA;160
SC;18
PR;46
RJ;50
PR;80
RJ;252
MA;596
MA;596
PE;410
ES;66
ES;247
ES;113
MG;196
PR;49
AM;30
PA;54
CE;76
MG;40
RR;42
MG;11
GO;26
CE;22
SP;90
BA;55
RS;70
MS;178
RJ;104
PB;224
TO;100
RJ;40
MG;11
GO;36
MS;112
AL;80
RS;104
MG;116
CE;18
BA;30
RJ;28
MS;60
SC;12
GO;18
BA;80
RJ;50
RS;192
RN;1.210
AM;60
SP;155
RJ;60
PE;54
MT;92
BA;120
SC;50
RJ;269
MG;250
TO;56
PB;119
CE;311
SP;260
RS;319
MG;56
MG;131
MG;110
MG;70
BA;64
ES;154
SP;178
SP;274
MG;12
MG;220
MT;100
GO;233
BA;48
AC;180
MG;149
MG;348
MG;208
MG;200
MG;399
MG;488
MG;314
MG;273
MG;208
MG;591
MG;248
MG;1.389
MG;182
GO;1.009
PE;339
PE;336
RJ;82
RJ;323
RJ;339
RJ;78
SP;1.652
GO;93
PR;485
PB;188
RN;138
SC;325
SC;103
SC;151
SE;120
AL;146
BA;243
BA;96
RR;60
MS;107
RS;106
RS;502
RS;275
PI;242
MG;50
CE;26
GO;40
PE;40
MS;505
MS;168
MS;310
PE;72
SC;130
SE;264
RJ;224
RO;13
SP;282
PR;68
BA;150
RJ;214
SP;100
PR;60
BA;35
AL;87
SP;30
PE;27
PE;18
AL;225
MA;465
PE;799
MG;112
RS;399
PE;14
MG;100
BA;150
SP;130
GO;54
MT;43
RJ;46
RJ;29
MG;92
MT;46
MS;95
RJ;54
AM;49
SP;85
SE;30
RO;90
PB;260
MS;120
BA;35
SC;110
SP;48
SP;30
AL;45
PA;16
SP;6
RJ;70
PR;87
MG;75
SP;16
MT;24
GO;42
CE;24
SC;11
SC;13
BA;240
BA;115
PR;96
GO;70
MG;28
RS;140
RS;93
RS;115
RS;188
SP;122
SP;71
PR;10
MG;84
MG;10
AM;114
AM;100
MG;14
ES;22
RJ;72
PB;198
SP;25
RS;48
MS;46
SP;80
PR;156
RO;30
PR;119
PR;160
PR;121
PR;120
PR;154
PR;134
RO;262
SP;209
SP;296
SP;160
SC;187
PR;216
SP;264
SC;207
PR;174
PR;170
PA;25
ES;30
RJ;94
PB;22
SP;154
RJ;56
BA;98
PA;71
PI;40
PA;13
MG;210
AC;42
AM;58
RJ;6
PA;30
CE;62
MS;14
RJ;71
AL;16
SC;166
ES;30
DF;100
BA;67
BA;110
BA;186
RJ;54
BA;120
MG;113
RS;168
MG;132
MG;114
MA;115
BA;65
GO;31
PR;100
MG;63
MS;40
GO;7
MG;65
MG;40
MA;35
RJ;12
MG;80
ES;100
MG;42
MA;480
MA;112
MA;432
RJ;50
BA;235
BA;259
RJ;61
RJ;62
PR;161
RN;532
BA;306
AL;450
GO;53
SP;333
RJ;64
SP;33
SP;90
MG;65
BA;70
MG;24
SP;32
CE;21
SP;80
SP;160
PA;40
SP;184
MS;50
RJ;60
AL;390
RJ;250
PB;60
AC;154
PR;44
MG;56
MG;38
RJ;36
MG;31
PR;51
AC;46
PA;50
GO;269
GO;158
AC;72
RJ;30
RJ;58
MG;120
RJ;112
MG;10
SP;57
SP;57
PR;102
SP;60
RS;60
RJ;56
RJ;172
DF;727
CE;8
AP;55
RS;120
RJ;140
MG;143
MG;162
SP;9
SP;140
RS;230
BA;43
PR;45
RJ;33
CE;27
SP;40
RO;348
CE;520
SC;32
MA;35
BA;46
PE;360
MG;100
PR;116
BA;48
MS;18
AL;18
MG;55
SP;158
MA;9
MS;24
MS;60
RS;170
GO;324
SC;65
PB;75
AM;134
AM;36
RJ;100
GO;20
AL;262
BA;23
PB;50
SP;55
MG;80
BA;128
RN;191
AM;9
PR;184
BA;93
PA;110
RJ;58
RJ;35
SC;24
PI;200
BA;13
RJ;35
SC;42
RJ;14
CE;7
BA;80
MG;510
GO;206
SP;111
SP;680
MG;349
MT;71
PE;42
MA;20
AC;25
MT;40
AM;14
PE;48
GO;16
BA;16
RJ;186
CE;75
RS;160
SP;76
PI;238
SP;24
RJ;160
BA;20
RS;5
GO;164
PE;68
AL;56
GO;116
SC;142
RS;130
MS;140
MG;64
MG;40
CE;35
SP;360
SP;102
BA;22
RJ;120
MT;60
PR;23
CE;70
GO;6
MG;95
MS;51
ES;160
SP;8
SP;30
BA;106
RJ;16
CE;50
RS;52
SC;151
MG;571
SP;79
SP;83
MG;148
DF;382
PE;32
MS;30
MG;27
AL;58
RJ;50
GO;120
GO;9
SC;128
GO;117
MG;181
GO;5
RJ;36
BA;16
SP;200
MG;70
SP;150
SC;140
RS;102
RS;37
PB;353
GO;47
SP;45
MT;120
RJ;60
BA;143
AC;40
TO;45
PB;40
MG;40
BA;190
SP;12
MT;67
SP;50
CE;34
CE;25
AL;26
PB;115
SP;344
SP;18
CE;120
SP;400
RJ;94
RJ;128
BA;66
SP;71
SP;72
PR;190
SP;104
SP;200
SP;149
SP;249
SP;96
SP;161
SP;122
SP;134
SP;141
SP;141
SP;75
RJ;479
SP;153
SP;87
MT;214
PR;107
SP;167
SP;47
SP;60
SP;55
PE;338
BA;900
CE;30
BA;180
GO;36
RJ;35
BA;126
PR;38
RN;16
RJ;76
GO;162
MA;84
MA;38
ES;38
PR;67
MG;34
MG;61
SC;370
CE;32
MS;78
PE;27
BA;12
RS;180
PR;160
RJ;224
RJ;280
MG;130
MG;44
TO;150
MS;151
GO;150
MG;118
GO;39
PR;210
MG;188
BA;80
RJ;138
SP;40
SP;102
MG;65
MT;245
PR;12
PR;22
BA;34
BA;962
GO;43
PA;205
BA;35
AL;330
GO;365
PE;75
BA;121
SE;209
AC;75
BA;148
PR;60
RS;222
SP;54
MG;146
SP;95
MG;410
MG;62
RJ;324
ES;160
RJ;150
RJ;312
RJ;310
RJ;494
RJ;210
ES;154
MG;138
SC;102
PA;20
SC;20
AL;398
MG;68
PB;103
PE;146
RS;106
MA;92
BA;70
SP;10
GO;98
BA;37
AL;67
SC;182
BA;58
GO;30
AC;48
MG;54
ES;140
BA;39
PA;99
SP;40
RJ;40
MS;58
SP;90
SP;16
AC;17
MS;22
MS;169
BA;32
RS;220
PA;16
CE;55
AL;54
SC;48
MS;128
SP;12
SP;55
BA;37
MS;56
GO;4
MT;93
MT;104
BA;30
SC;40
MS;48
AL;45
RJ;270
BA;22
CE;21
SC;70
AL;95
RJ;155
MG;50
RJ;90
RJ;104
RJ;56
MT;60
SP;64
SP;100
MA;544
RJ;60
RJ;78
RN;18
CE;16
RJ;424
CE;68
BA;41
AL;23
PB;19
SP;118
CE;22
PA;36
MS;85
AL;103
CE;330
MG;120
SP;84
RJ;100
RJ;90
PE;36
PE;32
SP;42
SC;289
CE;20
BA;100
RN;50
RS;65
RJ;476
PA;251
PE;42
SP;38
MG;24
PR;80
PR;30
TO;128
PR;175
MS;46
PB;178
BA;48
MG;350
MG;287
DF;141
SE;110
RJ;120
MT;170
MS;69
SP;320
MG;25
BA;60
RJ;64
SP;20
MG;40
BA;80
PA;16
SC;196
PE;56
BA;740
RJ;584
BA;448
CE;753
MA;27
BA;140
CE;21
PE;10
BA;45
RJ;31
SC;33
GO;100
PR;247
RS;250
SP;72
PR;106
PR;120
AM;66
SC;56
BA;34
CE;20
GO;132
SP;51
PA;45
PR;86
MT;110
BA;110
MG;70
RJ;90
BA;60
PR;83
CE;41
PB;25
CE;21
PB;78
RJ;16
SP;40
BA;29
RS;53
SP;275
MG;464
SP;123
MG;85
MT;89
RS;80
RJ;254
MG;35
SP;105
MS;75
SP;168
CE;114
CE;40
PE;12
SP;204
AL;160
RN;350
RJ;55
MS;51
ES;40
RJ;8
BA;50
BA;18
SP;70
SP;144
SP;172
SP;60
SP;252
SP;252
RN;172
MA;50
RS;78
PB;202
SP;308
MG;63
GO;164
RS;123
SC;80
RO;94
CE;70
SP;138
CE;50
MS;150
SC;68
RJ;150
SP;42
MA;35
SC;140
RO;24
