UF;Total de Leitos
SP;85
SC;70
SP;45
RN;58
RS;160
BA;21
CE;58
MG;132
SC;51
SP;150
MS;92
SE;34
SP;170
AL;57
CE;138
GO;47
SC;15
GO;62
TO;55
TO;50
MA;96
PR;35
AL;18
MA;27
PI;30
BA;56
SP;89
PE;87
MG;26
AM;41
MS;18
ES;80
GO;17
MT;48
SP;130
SP;83
SP;267
SP;14
MA;32
BA;21
CE;9
MG;14
MG;70
MG;74
SP;90
CE;222
SP;116
MG;15
PR;240
BA;100
PE;30
SP;99
RJ;28
AL;18
GO;38
SC;60
RN;30
MS;61
PA;345
SP;60
AL;64
AL;86
BA;86
BA;540
PR;20
MT;30
SP;33
SP;168
SP;148
AM;8
SP;170
RJ;54
PE;22
RR;75
SP;90
BA;264
MG;16
MG;30
GO;16
CE;62
SC;120
MT;35
SP;333
CE;20
MG;70
BA;250
RS;69
PI;96
PR;105
CE;110
MG;13
CE;24
PB;170
RJ;34
BA;70
SC;32
SC;28
CE;32
BA;99
RJ;52
BA;40
AL;78
MG;180
MA;40
RJ;26
SP;56
SP;40
SC;39
AM;36
MG;21
GO;216
PA;117
MG;32
RJ;14
SP;24
SC;40
MT;21
RJ;78
CE;73
BA;50
CE;57
MS;45
MG;15
PR;261
MG;50
RJ;15
ES;39
SP;120
RS;167
TO;52
GO;50
GO;90
MA;13
PR;49
RJ;16
SP;90
AL;10
RN;418
PE;15
RO;70
AL;12
SP;18
PE;28
MG;47
SP;5
RS;6
SP;16
CE;56
GO;35
SC;60
RJ;30
MT;30
MS;60
PI;123
SP;43
RJ;35
RJ;37
PB;54
RJ;24
PA;24
PR;127
BA;8
MS;75
GO;30
RN;172
BA;144
AL;15
MG;12
SP;50
ES;20
ES;7
MA;26
MG;140
PE;75
SC;30
MG;510
SP;369
RJ;90
BA;19
MS;40
RJ;5
MA;30
SC;110
RJ;28
CE;579
SP;120
SP;15
CE;240
MS;38
PB;35
SC;80
PB;62
CE;11
AL;54
PR;40
MG;190
MS;182
SP;138
SP;42
AL;15
CE;48
RS;102
SP;48
GO;14
CE;45
PA;24
PR;110
CE;84
BA;21
PA;50
MA;84
MA;38
SP;77
MG;51
SP;40
SP;130
CE;5
MG;140
MG;213
RJ;393
PE;258
RJ;446
SP;356
MG;365
SP;340
CE;700
CE;530
CE;902
CE;373
SP;20
AM;44
AM;11
AC;5
AC;48
ES;28
GO;31
SP;60
MG;162
MG;20
CE;95
BA;10
ES;208
MG;18
DF;148
GO;10
SP;30
RS;247
RO;280
SP;10
CE;22
PE;620
MG;18
PR;11
MT;300
CE;28
SP;72
SP;18
MG;81
BA;14
RJ;14
GO;64
SP;46
RS;8
RN;60
RN;74
RN;57
RN;100
TO;45
RN;28
MG;72
SP;30
RS;168
GO;60
SP;24
MG;10
RJ;70
GO;51
MT;25
SP;16
BA;35
RR;36
CE;30
PE;482
MS;58
MG;36
SC;64
CE;24
CE;131
SP;79
AP;15
SP;9
AM;24
AM;47
PE;99
BA;30
GO;44
MG;14
RJ;579
PB;22
RJ;22
BA;97
PE;20
GO;22
MG;16
AL;41
RJ;6
RR;18
MG;28
GO;37
GO;40
RN;46
RJ;32
RJ;86
PB;75
SP;24
RO;35
MT;115
PB;120
BA;62
RJ;28
AC;44
AC;27
PB;350
MS;200
AP;42
SP;40
MG;24
MG;23
BA;26
PA;48
BA;38
RJ;7
SC;20
AP;21
MG;34
MS;25
RJ;12
MG;53
RJ;18
SP;45
MS;9
MA;28
BA;47
BA;135
MA;28
MG;16
BA;77
BA;30
CE;21
PE;17
MA;306
RJ;30
GO;130
RS;72
AM;53
RJ;224
PI;45
SP;65
SP;8
GO;25
SP;56
AL;60
SC;18
RN;46
ES;23
MG;10
BA;64
MG;18
BA;45
SP;6
RN;48
TO;64
PA;153
RJ;54
GO;25
BA;39
RO;94
MG;40
BA;18
MA;190
GO;150
SP;48
MG;110
RJ;51
PR;298
MG;16
RJ;80
MT;214
RS;90
RN;290
TO;40
AL;219
CE;52
GO;42
AP;40
AP;43
BA;56
AC;240
BA;45
CE;33
RS;35
SP;60
CE;50
SC;31
RS;73
AM;48
SP;8
GO;24
SP;200
BA;180
MG;22
ES;12
RJ;174
SP;118
CE;40
CE;30
BA;29
MG;22
PE;38
RN;18
GO;37
SP;90
PE;33
SP;10
MG;24
ES;26
PA;10
MA;372
AM;70
AM;72
RJ;276
AM;27
RN;16
AL;90
RJ;572
MG;6
MG;10
MG;22
PR;246
AC;104
SP;15
TO;68
TO;25
SP;35
MG;30
SC;120
SP;15
SP;140
RO;35
PB;207
AL;556
AL;566
CE;38
MG;21
MG;23
SP;110
PA;20
MG;35
PI;18
AL;26
CE;2
BA;36
BA;62
MG;30
SP;66
MG;34
SP;80
AL;60
SP;70
MG;26
CE;20
MG;36
SP;319
MT;27
SP;46
SE;75
MG;60
SC;50
SC;58
MG;5
SP;70
RJ;30
MA;50
RN;22
AL;140
MA;90
RJ;14
MG;20
SP;22
MG;50
RO;36
AL;67
MG;12
BA;110
SP;8
RN;17
RJ;290
PA;102
CE;22
PE;30
MG;30
MG;44
CE;78
MS;50
MG;20
PE;32
MA;93
PB;292
MG;410
DF;340
MG;55
PR;31
SP;168
BA;48
SP;10
MG;21
CE;40
MG;7
AL;16
ES;160
SP;100
MG;49
SP;26
MG;28
BA;68
RJ;20
SP;34
SP;30
PB;35
MT;20
AL;222
PA;60
PB;90
BA;25
AL;30
SP;65
BA;32
BA;48
RJ;22
BA;17
ES;59
PE;71
PE;28
SP;23
PR;7
SC;198
SC;22
RJ;8
RN;100
SP;4
MG;24
MG;60
RO;20
RJ;13
PR;20
CE;32
PA;30
PE;432
RJ;22
PB;113
GO;24
MA;3
PR;137
MG;215
RJ;70
ES;25
RJ;21
PE;234
AC;250
PR;150
BA;40
AL;80
PR;47
RS;50
BA;14
PE;54
ES;328
PE;426
MA;23
CE;40
MG;6
PE;25
RJ;36
RN;18
MA;58
RJ;28
RJ;25
MG;40
RJ;8
RJ;50
PA;99
AP;22
MG;183
MG;78
PA;24
PA;4
SP;348
MG;17
RJ;84
RJ;92
PA;54
PB;45
MS;147
AC;74
PA;98
RO;200
PB;150
MG;126
RJ;30
BA;24
SP;14
SP;35
AM;32
SP;8
MT;264
MG;23
BA;12
AL;15
CE;20
RN;16
BA;60
BA;48
GO;10
RS;304
GO;230
PI;11
MG;26
BA;34
AP;113
PB;45
SP;48
SC;188
SP;18
SP;17
RJ;28
RJ;60
BA;300
MA;46
SC;50
CE;17
SC;72
RO;54
SP;32
RJ;57
MG;7
RS;18
ES;160
BA;350
BA;369
AL;80
BA;87
MG;38
SP;86
AM;27
SE;85
BA;35
MG;16
PA;46
BA;8
BA;146
RJ;419
RN;54
SE;46
MA;16
RJ;86
PE;37
MG;16
SP;45
MT;28
PR;45
AM;40
GO;112
PA;65
BA;132
RS;46
ES;28
SE;42
PA;22
MA;160
AL;40
SP;55
RN;18
DF;33
PR;204
CE;32
SE;28
SP;66
SP;92
SP;86
RJ;280
PR;50
BA;33
MS;62
MG;30
GO;52
ES;68
RJ;238
SP;22
SP;39
MT;17
RO;50
BA;6
PR;270
PB;84
RJ;28
BA;16
RJ;34
SC;41
MA;30
BA;20
SP;130
SP;104
BA;574
SP;252
PR;116
MT;37
GO;210
CE;70
MA;53
RO;100
PR;266
MG;25
PR;140
SP;48
MG;110
AL;160
PR;29
RJ;60
GO;23
MS;30
BA;91
SP;18
RJ;16
SP;36
SP;28
MG;10
SC;37
BA;243
MG;44
PE;14
PA;82
PR;22
MT;46
PA;35
BA;60
BA;80
GO;12
BA;25
RS;25
PR;158
RS;34
SE;216
RJ;405
RJ;44
MA;25
RS;38
SE;110
SP;38
PA;30
SC;412
PA;20
BA;200
PI;41
PI;105
BA;32
PE;300
BA;16
RN;70
SP;680
SP;17
BA;10
PE;22
RJ;14
SP;12
BA;21
BA;900
ES;287
GO;90
RS;60
MT;75
PB;64
SC;48
BA;210
RJ;64
SP;158
PR;22
MA;6
PE;70
SP;108
PE;114
PI;238
BA;287
PE;68
SP;70
BA;17
MS;62
RJ;68
PE;42
BA;80
BA;22
DF;361
RJ;194
RS;90
SP;24
BA;16
TO;40
PA;35
PA;70
CE;54
BA;400
CE;21
PE;37
BA;133
PA;29
BA;187
PR;90
BA;164
BA;300
PA;80
GO;55
BA;54
BA;92
PE;18
RS;122
MT;121
RJ;34
SP;16
PA;82
MA;25
MG;51
RS;13
CE;64
SP;35
AL;28
BA;46
RR;28
MG;30
RJ;10
SP;36
SC;32
GO;47
MA;6
BA;32
RS;22
SP;45
MA;8
PA;96
MG;22
GO;26
SP;41
MS;62
SP;50
SP;119
RJ;60
RS;9
RJ;164
MT;19
SP;14
GO;62
RO;95
CE;18
PE;12
SP;90
PA;42
BA;697
RS;19
BA;90
TO;23
CE;21
BA;30
GO;35
BA;52
SP;14
MS;117
RO;20
RN;10
ES;15
AL;111
SP;44
RJ;54
AM;27
RJ;43
PR;315
ES;30
BA;55
SP;50
MG;36
PB;28
AM;62
PR;90
RJ;46
BA;96
SP;35
PB;150
BA;48
RS;40
SE;60
MT;19
MT;30
RJ;42
RJ;378
RN;256
AM;12
AL;40
SP;163
PR;190
RO;13
PB;220
SP;9
AL;15
GO;30
BA;54
SC;130
RS;120
SP;20
AL;52
RJ;47
SP;12
PE;30
BA;40
PB;170
PA;52
MG;82
GO;20
MS;100
SC;99
SC;36
PA;51
PA;102
SP;49
GO;64
RJ;89
RJ;270
MG;18
BA;51
AM;12
AL;16
BA;20
BA;30
AC;14
BA;19
PR;80
SP;40
MA;96
PR;80
MG;26
AL;21
PE;39
MT;44
SC;38
MS;43
BA;62
AL;28
SP;30
RJ;278
AL;28
RN;56
RS;300
GO;24
BA;43
RJ;10
AM;16
BA;41
PR;16
MG;15
BA;86
MT;99
SC;260
BA;63
GO;5
MG;45
BA;80
AL;11
MG;110
MG;177
AM;202
AM;54
SC;300
GO;80
BA;564
CE;110
SP;150
SP;15
BA;6
MG;16
PR;46
SC;10
RO;19
PA;28
BA;10
SP;17
PA;20
GO;25
RJ;89
TO;50
RJ;70
PR;130
BA;12
BA;90
SP;35
GO;30
RJ;18
SP;12
RN;460
PA;120
SP;44
SP;79
SP;42
MG;35
CE;57
MA;37
RJ;35
SP;32
SC;56
SC;18
SC;16
PR;39
SP;60
SP;160
GO;22
GO;13
SC;157
BA;55
MG;42
CE;30
MG;9
GO;645
MG;30
SP;90
SP;58
RJ;12
SP;64
PR;14
RJ;10
RN;32
PB;300
AC;78
RS;15
AM;13
MS;36
MG;9
MT;22
SP;90
SC;30
AC;48
AC;70
MA;19
RJ;30
CE;10
MA;70
AC;108
PA;54
BA;68
SC;40
MG;30
MT;71
SP;46
AC;130
BA;92
AL;120
AC;78
AC;73
AC;72
BA;34
MT;65
RS;30
AC;68
MG;40
AC;238
RJ;27
PA;148
SP;50
BA;107
AM;9
PR;22
DF;46
BA;28
PA;18
RJ;17
RO;33
GO;16
MG;24
RJ;18
RJ;130
RS;230
SP;20
ES;160
MG;64
BA;47
BA;126
MT;231
SP;40
RJ;15
MG;4
SP;56
RJ;34
GO;51
AL;8
MG;42
BA;124
AM;60
SC;14
SP;80
MG;25
PA;200
SC;21
BA;23
MG;37
MT;60
BA;25
MG;15
MG;39
AC;36
PR;12
BA;90
GO;210
SP;13
SP;42
BA;143
SP;512
SP;42
RS;30
AL;66
AL;21
CE;60
AP;56
SP;22
SP;63
PB;33
PB;36
PA;50
CE;66
RS;12
MG;40
PA;39
SC;32
PR;80
SP;24
RJ;68
PB;184
RS;54
PA;20
AL;28
PA;18
MA;40
MG;15
AL;48
TO;30
BA;94
BA;235
AL;40
CE;75
AL;49
MG;10
SP;139
AP;67
MG;108
BA;70
CE;190
PR;28
MG;151
MS;40
GO;30
BA;70
CE;100
CE;100
SC;6
MS;120
PB;78
BA;120
PR;153
BA;8
SP;51
SP;14
PR;30
BA;75
MA;70
SC;24
SP;160
MT;24
MT;91
SP;64
RS;250
RS;160
SP;54
PA;48
RJ;46
PB;307
AL;35
RJ;22
RJ;46
SP;63
RS;50
BA;209
PA;120
SP;40
SC;11
RJ;11
MT;60
PA;72
PA;159
TO;64
AP;30
SP;33
SP;36
SC;32
CE;8
SP;68
PE;20
MT;59
PE;50
RS;4
MT;353
ES;196
ES;261
SP;10
CE;60
PR;300
AM;27
PR;20
BA;30
RJ;78
SP;120
GO;33
RJ;20
SP;120
RN;48
BA;235
RJ;32
RJ;32
CE;150
SP;66
CE;77
AL;81
BA;41
AM;24
CE;8
SC;24
PR;60
SP;30
BA;25
AL;120
BA;414
BA;240
AL;107
RJ;11
RN;42
GO;23
MT;29
SP;30
MG;27
GO;13
GO;40
RJ;35
SP;40
RS;102
MG;20
MA;26
SP;30
AL;330
AL;32
PE;290
PI;102
RJ;227
GO;10
CE;20
PA;21
MT;157
RJ;28
RS;45
BA;134
AM;20
AL;26
AL;16
GO;4
SP;45
RS;52
BA;18
BA;115
BA;20
PR;65
PB;238
SC;42
MA;18
RO;38
MT;42
MA;36
MG;40
MG;15
SP;58
RO;215
SE;90
PA;7
PR;39
PR;10
PR;27
SP;6
PE;40
MG;48
GO;16
RJ;55
RJ;38
MT;147
MT;40
PR;30
RJ;298
RJ;249
GO;12
CE;15
RO;50
PA;20
PI;16
SC;58
SC;78
ES;170
SC;11
SE;200
MT;21
MT;58
BA;95
MG;34
SP;26
RJ;20
BA;242
SE;80
PA;31
GO;20
CE;59
MG;6
RJ;21
SP;51
MG;20
BA;76
BA;60
GO;55
MG;12
PB;360
MG;24
SP;76
BA;60
BA;48
SP;210
RJ;68
BA;164
SC;35
CE;56
MG;130
SC;10
RN;32
PR;394
BA;256
BA;34
BA;527
SC;27
MG;20
CE;12
CE;6
GO;15
PI;12
GO;14
PB;12
RJ;186
RN;18
BA;40
MG;100
MG;144
MG;120
MG;108
RJ;140
BA;86
BA;53
MT;30
MG;62
GO;32
PA;40
SC;65
PA;24
RN;56
MG;62
MT;180
RJ;25
PE;24
CE;22
MT;46
AM;78
RJ;50
MG;70
MG;21
AM;69
BA;84
GO;108
GO;135
BA;14
AC;26
RJ;56
PB;15
RJ;25
TO;22
PA;6
SP;103
RN;174
SC;22
SC;28
PA;57
MG;22
PR;96
MT;123
BA;84
GO;11
MT;132
PA;52
RJ;20
AL;16
SP;150
SC;46
RN;40
MT;100
CE;54
RJ;24
SP;60
AL;80
BA;21
AL;20
AP;25
MS;147
BA;40
BA;18
SC;22
PB;42
RJ;86
AL;60
RN;63
RJ;10
AL;12
RS;97
BA;54
SP;47
SP;32
SP;88
SC;120
RS;33
MS;88
MG;5
RJ;310
MS;70
MS;60
RJ;446
CE;73
MA;25
CE;216
SC;114
GO;26
MG;116
PR;54
BA;14
MS;50
RJ;150
SP;139
MS;100
MS;60
MS;84
MT;28
MT;54
AM;23
SP;304
CE;330
MT;26
MS;110
CE;4
MG;550
MS;40
PE;284
MS;58
RJ;16
MS;178
AC;33
SP;150
SP;120
ES;103
RO;44
MS;70
SE;48
MS;23
PB;22
PA;30
SP;59
AL;35
RJ;189
GO;52
PA;72
AL;20
GO;17
CE;219
SP;22
RS;36
SE;357
SP;294
RN;70
SP;90
SP;27
PR;129
BA;56
PB;40
RS;55
RJ;20
RJ;14
RJ;12
RJ;18
PB;12
CE;66
PR;28
RS;50
GO;170
SP;308
PA;84
GO;34
TO;45
RS;35
GO;33
PE;20
TO;50
SP;80
PA;36
BA;280
BA;108
AL;28
RJ;60
ES;40
SP;90
PA;49
SP;147
PI;32
RJ;76
SP;26
BA;130
RS;51
MS;112
MS;38
MT;70
BA;30
CE;18
SP;72
SP;50
RS;70
AP;50
CE;16
RO;32
BA;28
SP;8
SP;66
PA;63
SP;96
AM;62
BA;54
AM;58
SP;46
SP;30
PR;40
AM;45
BA;80
SC;58
MS;56
MS;110
RS;110
MS;90
GO;36
GO;48
MS;60
BA;48
SC;20
BA;90
BA;60
BA;289
SE;43
BA;51
BA;53
BA;36
BA;160
RJ;108
RJ;30
PA;130
BA;226
BA;251
BA;85
PA;208
BA;30
BA;88
RS;128
MG;25
PR;124
CE;29
GO;9
MT;33
MT;30
RJ;32
BA;10
RJ;20
RO;30
RJ;19
SC;18
MG;17
MS;43
RS;43
RJ;90
PA;31
MG;15
MG;350
MG;212
MG;120
MG;190
AM;16
RJ;42
SP;16
RJ;56
MG;294
BA;79
GO;12
RN;58
RN;44
BA;17
SP;100
PR;150
CE;40
ES;66
RO;30
RJ;42
SC;23
MG;18
PR;28
SP;18
PR;18
RS;10
SP;182
SE;60
PE;126
SP;360
RJ;33
GO;32
GO;67
SC;66
TO;60
PR;12
SP;64
AM;20
SC;5
MG;92
CE;197
SC;26
SP;230
RS;16
MS;98
RJ;4
AL;34
PE;26
AL;33
SC;300
MA;6
BA;33
PA;29
RJ;48
MG;70
ES;25
SP;20
PR;85
RR;26
PR;75
PB;29
SC;115
SP;43
BA;6
SC;99
CE;4
SP;16
MT;55
ES;152
SE;410
AL;36
SP;80
GO;4
RJ;108
PA;25
SP;122
MS;51
SC;126
BA;29
RJ;33
CE;50
PA;30
RS;155
BA;60
BA;70
SC;30
ES;10
MT;75
SP;40
SC;32
MG;12
BA;25
MG;157
MG;26
MG;24
PR;440
PR;54
MG;240
PB;30
GO;12
BA;200
SP;45
RJ;68
MT;66
MG;40
RJ;10
CE;60
PI;15
PA;95
SC;56
SP;19
MG;12
GO;36
RJ;18
SP;330
BA;60
ES;160
GO;30
SC;92
MG;4
RJ;14
MG;18
AL;584
RN;42
RJ;59
RN;40
RJ;134
BA;36
MG;12
MG;12
RJ;32
BA;32
RJ;324
SP;12
SP;129
MS;63
PE;20
MG;32
PE;59
PB;12
GO;9
BA;14
RS;40
SP;18
MG;70
SP;54
RJ;20
GO;158
GO;269
SP;38
BA;20
SE;40
SP;50
AL;20
SE;40
RJ;14
MG;68
RJ;49
BA;14
AM;44
ES;64
CE;36
PI;60
SP;30
MG;61
PR;95
GO;16
SP;78
SP;15
PA;82
SP;25
CE;11
BA;20
SP;56
MT;16
MT;24
MG;35
SP;9
BA;84
RJ;44
MG;60
SP;276
MG;16
SP;90
MG;166
RJ;45
MG;390
SP;34
PE;59
RS;29
AL;260
PR;33
SP;6
BA;60
SP;102
RJ;340
MG;442
AL;20
RS;6
RS;60
BA;32
MG;17
MG;100
RJ;150
GO;280
BA;47
RS;30
BA;50
MG;132
ES;48
SP;33
SC;27
SP;58
RN;432
PE;80
SP;99
CE;5
SP;21
PB;260
BA;25
SP;54
RS;185
RS;200
RS;242
SP;1126
SC;300
SC;15
BA;120
MG;500
SP;4
MT;170
MT;120
PI;60
PR;118
PB;23
PA;40
MT;48
SP;81
MG;40
RS;34
MA;10
AM;18
RS;112
SC;24
SC;12
BA;60
SC;42
SP;5
SC;26
RJ;43
SP;126
MA;32
MA;65
PR;30
BA;60
GO;59
SC;5
SP;90
GO;12
MG;138
BA;60
PE;99
RJ;60
AL;30
RJ;30
BA;26
PE;34
GO;95
RJ;240
RS;106
SC;11
SC;64
RN;10
MT;23
BA;28
AL;11
GO;40
GO;14
CE;61
RJ;24
SP;8
SP;58
MA;18
SP;51
AL;30
SP;40
CE;24
PA;120
SE;26
SP;219
SP;20
AC;58
SP;396
MG;20
CE;60
RJ;27
MG;52
RJ;70
SP;104
MT;100
SP;46
SP;51
MG;14
RJ;6
SP;10
SE;23
BA;26
PA;100
PR;50
MA;24
GO;56
MS;60
RJ;29
CE;14
PB;48
RJ;16
RO;46
SC;22
SP;45
MG;32
AM;36
SP;26
PR;38
MG;180
RN;60
MG;84
MG;132
MG;124
MG;115
MG;112
MG;194
SP;112
BA;42
PA;24
SE;18
AL;39
SP;50
RJ;54
RJ;30
SP;32
RJ;100
CE;355
RS;23
BA;10
MG;10
MG;69
BA;100
TO;20
BA;40
MG;19
SC;24
SE;22
SP;82
PB;10
SP;28
PR;47
MG;50
MA;12
MG;110
PR;24
PE;22
SP;32
AM;24
PR;153
RJ;36
SP;15
MG;210
AL;32
SC;8
RJ;57
ES;50
MG;40
GO;149
RS;50
RJ;265
SP;25
MT;60
PB;167
CE;6
RJ;90
PR;40
DF;400
MS;98
BA;80
AL;54
SP;19
MT;12
SC;36
RJ;424
PA;56
BA;42
SP;28
SP;4
AM;23
SP;405
BA;87
SE;20
MG;200
MG;40
MG;54
PB;8
AL;27
ES;80
GO;19
SP;20
RS;20
RS;36
RO;29
BA;12
RJ;63
MG;86
RN;72
MS;49
MG;18
RJ;147
MT;50
SP;10
RJ;51
MG;120
BA;48
PA;63
RJ;24
SP;60
BA;68
PA;25
SP;200
GO;50
RJ;35
MT;51
SE;125
PE;80
MG;140
BA;20
MG;43
RJ;22
RJ;54
SP;78
RJ;24
TO;139
SC;33
GO;319
SC;61
PA;36
RJ;8
BA;38
MG;57
CE;8
RN;44
RJ;200
ES;34
SC;80
SP;432
BA;90
PE;36
SP;97
SC;81
MG;113
RS;72
AL;411
MG;6
SP;75
MG;150
CE;60
RN;23
MG;94
GO;122
SP;54
BA;16
MG;9
ES;6
CE;68
RS;24
MA;42
SP;139
MG;35
DF;382
SC;81
MG;118
RS;30
RJ;113
BA;168
MG;40
CE;29
SP;48
MG;96
MG;96
MG;75
SP;41
BA;28
MG;131
RS;70
MT;72
MG;188
GO;20
SP;204
RS;45
RJ;254
GO;16
CE;15
SC;12
PB;75
MG;96
BA;33
RN;21
RJ;56
SP;13
AC;44
SP;184
RS;60
RS;4
MG;39
RJ;41
MG;36
PB;350
RJ;36
PA;39
RJ;24
PE;40
SP;70
MG;145
PB;42
SP;59
TO;32
TO;40
SP;124
MG;9
AL;521
SC;23
GO;20
MG;15
AL;26
MA;27
MA;17
RJ;30
BA;12
AM;20
SP;36
BA;22
BA;66
RJ;80
GO;30
RJ;50
AL;12
MG;41
PB;87
CE;12
BA;36
SC;133
GO;18
PA;150
PB;66
SP;60
MA;100
TO;59
MA;105
SP;221
PA;107
SE;29
RN;4
PR;30
MT;30
SP;220
AL;14
RJ;18
PI;30
PA;60
RJ;60
SP;180
AL;80
GO;24
RR;18
SC;18
PR;7
SP;138
MS;66
CE;39
AC;36
AM;26
MG;25
MT;280
AM;26
MA;27
MS;98
TO;24
PB;42
RJ;15
MG;26
PE;28
RS;38
AL;33
BA;60
MA;24
CE;18
SC;17
PR;102
MG;160
ES;17
RJ;239
SP;46
SP;126
CE;29
SP;785
CE;21
AC;32
RS;120
AC;72
PA;10
PB;576
MT;23
MG;85
SC;140
RN;26
BA;32
MG;30
MT;24
SP;34
SP;54
RN;35
RJ;44
SP;47
MG;130
PI;40
GO;15
RJ;28
MG;44
SP;80
SP;72
MA;68
CE;20
GO;171
MG;36
PB;80
GO;20
CE;45
MA;12
PE;46
RO;68
AM;33
SC;174
MG;14
RJ;494
RJ;312
ES;23
RJ;288
RJ;210
RJ;5
RJ;16
MG;114
MS;24
RJ;32
BA;108
MS;80
PI;36
MG;47
SP;234
RJ;50
RJ;10
SP;49
AL;24
PR;174
RJ;60
SP;30
MS;50
SP;37
AM;58
MG;88
GO;61
RJ;29
PE;25
SP;40
SP;36
SC;200
RJ;12
SP;48
SP;51
AL;41
PR;60
RS;28
SP;6
MA;26
AL;62
RJ;58
AM;20
MG;20
GO;14
ES;30
MG;3
PR;93
PE;28
RJ;42
AL;12
CE;6
SP;22
SC;14
PB;30
SP;261
SC;15
SP;300
BA;48
AL;10
SP;24
SP;140
SP;8
BA;20
RN;96
RJ;21
SP;64
MG;28
GO;49
MG;40
SP;60
PB;62
AL;20
PB;40
ES;80
SC;40
SC;34
SP;16
MG;24
SE;72
RN;170
SP;80
MG;38
BA;85
AL;23
RJ;40
BA;41
PR;197
SP;10
SP;32
SP;45
RJ;420
SC;125
SC;16
SP;11
SP;8
AL;58
SP;175
RS;24
SC;160
RJ;100
MA;16
SP;60
SP;48
SP;40
PE;44
MG;22
SC;60
RJ;12
SP;13
AL;20
GO;22
SC;37
PA;32
RJ;5
MG;12
BA;16
AM;200
CE;54
SC;50
RJ;10
CE;34
SC;30
AL;25
MT;45
BA;67
SC;12
MG;105
RJ;37
MG;12
BA;52
CE;16
PI;77
PI;32
MG;45
CE;24
SC;36
SP;24
AM;41
CE;14
PA;8
MG;115
AM;16
RS;30
PR;53
SP;36
SE;264
SC;20
BA;35
SE;30
PB;16
BA;14
RS;15
PA;33
MS;51
MG;60
RS;269
RS;409
RS;164
RS;307
RS;170
RS;403
RS;268
RS;390
RS;240
RS;136
RS;365
CE;23
PR;130
MG;60
ES;25
PB;40
CE;27
RJ;24
MG;47
MS;42
SC;30
SC;36
MS;109
RJ;60
SP;102
CE;88
MT;50
SP;65
BA;19
PA;129
SC;29
AL;42
AM;20
AL;22
SP;12
MA;32
GO;12
PR;58
PA;59
SP;215
RJ;110
SE;60
BA;35
BA;60
MG;37
PR;52
AM;28
PA;26
PR;6
CE;186
AL;24
PR;161
CE;88
PA;60
CE;38
MS;128
RO;35
PA;40
RN;30
MG;30
PE;55
TO;62
MG;9
ES;48
CE;20
MS;16
GO;10
CE;10
SP;20
CE;8
MA;220
PA;105
MG;160
RN;271
RN;22
RJ;21
ES;104
ES;62
PR;30
AL;31
GO;9
SC;12
SP;80
RO;30
SP;43
PR;40
SP;80
RJ;3
AP;50
SP;60
PE;19
MG;240
PR;175
PE;30
MA;67
BA;840
BA;50
MG;32
BA;27
SP;65
SP;100
PA;76
AL;42
ES;40
SP;61
RN;27
SC;36
RS;163
SC;8
CE;21
TO;21
SC;30
RJ;28
PI;11
PA;16
PA;35
MG;8
BA;80
AM;38
AM;43
RS;34
PE;55
PR;55
MA;186
SP;60
SP;341
RJ;150
SC;70
SP;180
MA;25
PE;56
RJ;50
MG;120
PA;197
RS;100
DF;200
RJ;22
MG;24
MS;150
MG;65
CE;34
MA;20
MS;30
MT;25
SP;24
PE;60
SC;30
AP;69
AL;28
SP;140
PE;24
PE;64
GO;13
SP;10
RN;24
GO;10
MG;60
RS;30
MA;20
MG;120
MG;172
MG;134
GO;42
MG;77
CE;238
MG;60
RN;32
RJ;8
TO;21
RN;410
RJ;11
SC;34
GO;5
GO;9
SP;44
SE;36
BA;36
RJ;57
MG;158
RJ;84
RJ;14
SP;52
BA;45
SP;102
MG;35
SP;32
SP;42
PB;14
MG;4
MG;18
MG;42
SP;30
SC;28
RJ;220
RJ;252
BA;25
SC;25
MG;6
GO;1
MS;80
BA;148
MG;20
RJ;43
SP;56
SP;10
BA;38
RJ;40
MT;60
PE;10
SP;10
AM;31
SC;42
AL;104
CE;62
MT;20
SP;80
CE;44
GO;21
SP;77
RS;40
SP;86
RJ;10
PB;40
PE;290
BA;40
RN;40
RS;40
PE;12
SP;13
BA;14
SP;160
GO;12
RS;42
RO;36
BA;8
MG;125
MG;68
PE;16
SP;83
MG;125
BA;35
PI;28
MS;92
PA;21
RN;77
BA;190
RJ;60
RS;210
AL;24
PR;100
SP;57
SP;57
RS;7
MT;18
MG;46
MG;35
GO;97
SC;76
BA;32
PA;117
RN;46
BA;14
PB;108
AL;14
BA;10
RJ;12
PA;75
BA;70
MG;84
MG;28
PE;324
MT;70
SP;10
MG;48
GO;25
MG;571
MG;90
BA;67
SC;9
BA;46
BA;29
MG;72
BA;20
ES;25
RS;43
RN;20
PA;26
TO;90
RJ;35
RS;5
AC;17
AM;30
SP;78
AP;30
AM;35
BA;38
AP;28
CE;42
RJ;28
BA;70
RS;7
PR;58
RN;34
MG;29
CE;36
BA;92
SP;18
PR;61
PR;203
RS;22
PR;179
ES;30
PR;476
CE;8
ES;12
PR;90
MG;14
ES;220
SP;15
MG;92
PA;62
BA;10
RS;68
BA;60
PA;198
SP;55
CE;6
AL;13
SC;94
MG;70
MG;6
PR;52
RS;336
RS;23
RJ;13
GO;81
MA;42
MG;80
RS;112
PE;20
CE;48
BA;30
MG;22
RS;180
