UF;Leitos
PB;28
MG;28
TO;28
GO;28
GO;28
SP;28
RJ;28
RS;28
PR;28
PA;28
SC;28
GO;28
SP;28
RJ;28
SP;28
SP;28
RJ;28
PR;28
PR;28
GO;28
SP;28
ES;28
MG;28
MG;28
ES;28
RS;28
GO;28
MG;28
PB;28
SP;28
SP;28
RJ;28
SC;28
BA;28
SP;28
MG;28
SC;28
PB;28
PB;28
TO;28
RJ;28
SP;28
SP;28
GO;28
PR;28
PI;28
PB;28
RS;28
SC;28
SP;28
CE;27
PE;27
PI;27
PE;27
AL;27
GO;27
AL;27
MT;27
GO;27
GO;27
MG;27
GO;27
MG;27
GO;27
RJ;27
GO;27
SP;27
MG;27
MG;27
RJ;27
RJ;27
MG;27
RJ;27
SP;27
RJ;27
SC;27
MT;27
SP;27
AC;27
RN;27
AM;27
PA;27
GO;27
RJ;27
SC;27
PR;27
MG;27
RJ;27
SP;27
RJ;27
RS;27
PR;27
ES;27
PR;27
CE;27
MA;27
ES;27
PR;27
GO;27
RO;27
MG;27
MA;27
MG;27
RN;27
CE;27
AL;27
BA;27
SP;27
MG;27
AL;27
MG;27
MG;27
MG;27
SP;27
PB;27
RJ;27
AP;27
RJ;27
MA;27
RS;27
AL;27
PI;27
PE;27
MG;27
SP;27
MG;27
PR;27
SP;27
BA;27
MG;27
SP;27
TO;27
AM;27
BA;27
MG;27
TO;27
BA;27
BA;27
PE;27
MG;27
BA;27
GO;27
TO;27
CE;26
BA;26
AL;26
CE;26
PE;26
PE;26
CE;26
CE;26
MA;26
RN;26
BA;26
CE;26
BA;26
CE;26
MA;26
AL;26
PB;26
BA;26
MA;26
CE;26
GO;26
GO;26
PE;26
PB;26
GO;26
GO;26
SP;26
MG;26
GO;26
SP;26
GO;26
RJ;26
RJ;26
MG;26
GO;26
MG;26
RJ;26
AM;26
SP;26
AM;26
AC;26
PA;26
RJ;26
MG;26
MG;26
RS;26
MG;26
RJ;26
SP;26
RJ;26
SE;26
RJ;26
RS;26
SP;26
PE;26
MG;26
RJ;26
RJ;26
MA;26
PA;26
RJ;26
AC;26
ES;26
RJ;26
SC;26
AL;26
SC;26
RJ;26
SP;26
RS;26
BA;26
RS;26
RS;26
RS;26
MA;26
SC;26
PR;26
SP;26
PA;26
SC;26
RJ;26
CE;26
SP;26
SP;26
SP;26
MT;26
SC;26
PA;26
RN;26
MG;26
SC;26
AL;26
SP;26
RJ;26
RN;26
ES;26
MG;26
RJ;26
RS;26
MA;26
SC;26
BA;26
RJ;26
GO;26
SP;26
MG;26
BA;26
RS;26
MG;26
SP;26
MG;26
RJ;26
AL;26
ES;26
BA;26
PI;26
TO;26
ES;26
GO;26
SP;26
PR;26
MG;26
PE;26
SC;26
GO;26
MT;26
GO;26
AL;26
SP;26
GO;26
SP;26
AL;26
BA;26
MT;26
PA;26
RJ;26
PA;26
MG;26
BA;26
MG;26
GO;26
MG;26
MG;26
SP;26
MG;26
MG;26
MG;26
MG;26
BA;26
GO;26
MG;26
GO;26
SP;26
MG;26
RJ;26
PE;26
MG;26
MG;26
MA;26
RJ;26
PR;26
SP;26
GO;26
RN;26
AP;26
RJ;26
MG;26
PR;26
MG;26
MT;26
MT;26
SP;26
RJ;26
CE;26
SP;26
RJ;26
SP;26
PA;26
RJ;26
CE;26
SP;26
MG;26
BA;26
RJ;26
SP;26
AL;26
RJ;26
RJ;26
BA;26
PA;26
MG;26
PB;25
AL;25
BA;25
CE;25
BA;25
BA;25
MA;25
RN;25
PE;25
AL;25
CE;25
CE;25
CE;25
PB;25
CE;25
GO;25
MT;25
MA;25
GO;25
ES;25
RJ;25
MA;25
AL;25
RJ;25
PE;25
AL;25
RN;25
GO;25
MT;25
GO;25
SP;25
GO;25
SP;25
MS;25
MG;25
SP;25
RJ;25
MG;25
AM;25
RO;25
SP;25
SC;25
MG;25
PR;25
MG;25
SP;25
SC;25
PE;25
MG;25
MA;25
SP;25
GO;25
MA;25
RJ;25
MA;25
RR;25
BA;25
RJ;25
RJ;25
PA;25
ES;25
RJ;25
PI;25
SP;25
MG;25
GO;25
SC;25
SC;25
MG;25
SP;25
RJ;25
GO;25
RS;25
AL;25
GO;25
MG;25
CE;25
CE;25
ES;25
SP;25
MG;25
GO;25
GO;25
PR;25
MT;25
RJ;25
RJ;25
BA;25
PR;25
MG;25
RS;25
SP;25
RJ;25
SP;25
RS;25
BA;25
CE;25
DF;25
RS;25
SP;25
PR;25
AM;25
RJ;25
BA;25
RJ;25
BA;25
GO;25
ES;25
MG;25
RJ;25
RJ;25
RJ;25
BA;25
RJ;25
GO;25
SE;25
CE;25
GO;25
MG;25
PB;25
PR;25
MG;25
PA;25
TO;25
BA;25
TO;25
GO;25
MG;25
MT;25
AL;25
AL;25
MG;25
MG;25
RJ;25
GO;25
RJ;25
SC;25
CE;25
SP;25
SC;25
MT;25
SC;25
MG;25
RJ;25
SP;25
AM;25
MG;25
MG;25
SP;25
PA;25
PR;25
MG;25
PE;25
SC;25
SP;25
RJ;25
RS;25
RS;25
AL;25
SC;25
SC;25
SP;25
RN;25
MG;25
AL;25
PE;25
RN;25
GO;25
RS;25
RJ;25
SC;25
SP;25
PR;25
SC;25
RS;25
GO;25
PA;25
PR;25
RJ;25
AL;25
RS;25
MG;25
SC;25
SC;25
BA;25
PA;25
MT;25
RJ;25
MG;25
PE;25
RJ;25
RJ;25
SP;25
SC;25
MG;25
CE;25
MS;25
MT;25
SC;25
RS;25
GO;25
RN;25
SP;25
MG;25
MG;25
PB;25
RS;25
PI;25
MG;25
MT;25
MT;25
PI;25
MG;25
GO;25
MT;25
SP;25
SP;25
SC;25
DF;25
SE;25
MS;25
PB;25
AL;24
AL;24
PE;24
AL;24
SE;24
CE;24
MA;24
CE;24
AL;24
MA;24
MA;24
PI;24
BA;24
BA;24
PE;24
PE;24
PE;24
PE;24
CE;24
AL;24
PE;24
GO;24
BA;24
PE;24
MS;24
GO;24
MS;24
AL;24
GO;24
CE;24
RJ;24
MS;24
CE;24
GO;24
MG;24
MT;24
GO;24
AL;24
GO;24
ES;24
GO;24
SP;24
SP;24
GO;24
MG;24
MT;24
RJ;24
RJ;24
MG;24
SP;24
MG;24
RJ;24
RJ;24
ES;24
RJ;24
AM;24
AC;24
AM;24
AM;24
AM;24
SP;24
RJ;24
SC;24
SP;24
RJ;24
SP;24
RJ;24
MT;24
SC;24
RJ;24
MG;24
AL;24
SP;24
MG;24
PA;24
SP;24
MG;24
AM;24
AM;24
SC;24
AM;24
GO;24
SC;24
MG;24
RS;24
MG;24
RS;24
RJ;24
SP;24
SC;24
SP;24
BA;24
SC;24
AL;24
SC;24
MG;24
MG;24
SC;24
RS;24
ES;24
BA;24
RS;24
AM;24
PE;24
BA;24
RJ;24
MT;24
RJ;24
MG;24
SP;24
TO;24
BA;24
RJ;24
GO;24
RS;24
CE;24
BA;24
RS;24
BA;24
CE;24
SP;24
RN;24
PB;24
MA;24
MG;24
RJ;24
SP;24
RJ;24
BA;24
BA;24
RN;24
RJ;24
RO;24
MG;24
RJ;24
AM;24
PI;24
MG;24
MA;24
SP;24
SP;24
SC;24
ES;24
SC;24
PE;24
CE;24
GO;24
RJ;24
PR;24
BA;24
ES;24
GO;24
SC;24
CE;24
RJ;24
TO;24
AL;24
MG;24
RS;24
GO;24
BA;24
PE;24
RN;24
RJ;24
BA;24
BA;24
PA;24
MS;24
AL;24
GO;24
BA;24
GO;24
BA;24
AL;24
RJ;24
SP;24
AL;24
MG;24
SC;24
RS;24
SP;24
ES;24
TO;24
RS;24
RS;24
PR;24
MG;24
RS;24
SP;24
RJ;24
RS;24
BA;24
RS;24
SC;24
MA;24
RJ;24
PI;24
AM;24
RJ;24
SP;24
MT;24
AM;24
CE;24
RN;24
SE;24
SC;24
AP;24
RS;24
SP;24
AM;24
RJ;24
AL;24
PB;24
RJ;24
BA;24
PI;24
RJ;24
MG;24
BA;24
MT;24
SP;24
MG;24
MT;24
CE;24
RN;24
RJ;24
RJ;24
SC;24
SP;24
RR;24
ES;24
GO;24
SP;24
SP;24
PI;24
SC;24
MG;24
SC;24
PE;24
RJ;24
RN;24
PE;24
RS;24
PB;24
RJ;24
BA;24
MG;24
MG;24
RJ;24
BA;24
RJ;24
PA;24
BA;24
PR;24
BA;24
PR;24
SP;24
PA;24
SP;24
SP;24
RJ;24
CE;24
SC;24
PE;24
AL;24
BA;24
RJ;24
RR;24
GO;24
RJ;24
RJ;24
AL;24
GO;24
MG;24
SC;24
BA;24
MG;24
MG;24
RJ;24
CE;24
GO;24
RS;24
MG;24
RJ;24
SP;24
AM;24
RN;24
PE;24
SC;24
CE;24
AL;24
SC;24
SC;24
SC;24
SP;24
MA;24
PR;24
AM;24
MS;24
SC;24
RJ;24
GO;24
PA;24
RS;24
PB;24
ES;24
AM;24
AL;24
GO;24
GO;24
BA;24
PR;24
SP;24
BA;24
RJ;24
RN;24
PE;24
SP;24
MG;24
RR;24
MG;24
PR;24
RS;24
PR;24
SP;24
TO;24
AL;23
RN;23
SE;23
CE;23
PB;23
GO;23
AL;23
PE;23
MT;23
AL;23
CE;23
PB;23
RN;23
MT;23
SP;23
RJ;23
MT;23
ES;23
GO;23
MT;23
MG;23
ES;23
RS;23
PE;23
PR;23
RJ;23
MG;23
AM;23
AM;23
AM;23
AC;23
PA;23
SC;23
SC;23
RS;23
AL;23
SP;23
PA;23
PA;23
SP;23
GO;23
RJ;23
SP;23
RJ;23
RS;23
SP;23
SC;23
CE;23
RS;23
PR;23
SP;23
GO;23
RJ;23
MG;23
RJ;23
BA;23
RJ;23
GO;23
SP;23
GO;23
MT;23
PB;23
MT;23
TO;23
MG;23
SP;23
SP;23
MG;23
PE;23
PE;23
PA;23
RJ;23
MG;23
MG;23
CE;23
SP;23
SC;23
MS;23
PR;23
MA;23
GO;23
RJ;23
TO;23
SC;23
RJ;23
SP;23
CE;23
PR;23
MG;23
GO;23
SP;23
AL;23
PE;23
MG;23
GO;23
RJ;23
RS;23
RJ;23
BA;23
BA;23
GO;23
MG;23
RO;23
SC;23
MG;23
SP;23
PI;23
TO;23
MG;23
ES;23
SP;23
MG;23
PI;23
MG;23
RS;23
SC;23
BA;23
SP;23
MG;23
GO;23
MG;23
MT;23
PR;23
BA;23
PE;23
SP;23
SC;23
ES;23
SP;23
MG;23
AL;22
CE;22
PE;22
PB;22
AL;22
AL;22
BA;22
PE;22
CE;22
PB;22
AL;22
PE;22
CE;22
CE;22
PE;22
CE;22
PE;22
GO;22
GO;22
AL;22
SP;22
PE;22
PE;22
CE;22
CE;22
MT;22
GO;22
PE;22
GO;22
PE;22
MS;22
RJ;22
GO;22
RJ;22
RJ;22
MT;22
SP;22
MG;22
RJ;22
RJ;22
SP;22
MG;22
MG;22
MG;22
AM;22
RR;22
RS;22
BA;22
RJ;22
AM;22
BA;22
RO;22
RR;22
PA;22
RJ;22
PR;22
RN;22
MA;22
RS;22
AM;22
CE;22
SC;22
TO;22
SC;22
RS;22
TO;22
CE;22
CE;22
GO;22
RJ;22
SP;22
SC;22
PB;22
MG;22
CE;22
MG;22
RN;22
RN;22
SP;22
RJ;22
RJ;22
BA;22
SC;22
AL;22
SP;22
ES;22
BA;22
PR;22
PR;22
SP;22
GO;22
RJ;22
BA;22
RN;22
GO;22
RJ;22
CE;22
MT;22
PE;22
SP;22
RJ;22
MG;22
SP;22
SP;22
BA;22
BA;22
SP;22
AL;22
CE;22
BA;22
MG;22
MG;22
PE;22
ES;22
BA;22
RN;22
GO;22
MG;22
RS;22
SP;22
MG;22
GO;22
SC;22
BA;22
BA;22
SP;22
RN;22
PR;22
RS;22
MS;22
MG;22
MG;22
MG;22
BA;22
SP;22
BA;22
SC;22
MG;22
MG;22
MG;22
RJ;22
GO;22
PE;22
SP;22
BA;22
CE;22
SP;22
RN;22
RJ;22
RJ;22
MG;22
GO;22
SP;22
PI;22
RJ;22
PR;22
BA;22
BA;22
PR;22
AL;22
CE;22
MG;22
CE;22
MG;22
RJ;22
PA;22
SC;22
AM;22
SP;22
RJ;22
SP;22
SC;22
SC;22
AL;22
MG;22
SC;22
AL;22
SC;22
MT;22
CE;22
ES;22
ES;22
PR;22
MG;22
RO;22
RS;22
MG;22
PI;22
SC;22
SP;22
RJ;22
PR;22
MG;22
BA;22
RS;22
BA;22
RJ;22
GO;22
GO;22
MG;22
BA;22
RS;22
PR;22
GO;22
ES;22
MS;22
SP;22
PR;22
SP;22
SP;22
AL;21
PE;21
CE;21
MA;21
AL;21
CE;21
BA;21
CE;21
AL;21
CE;21
CE;21
RN;21
PE;21
PB;21
GO;21
CE;21
PI;21
MG;21
RJ;21
MG;21
GO;21
MS;21
MT;21
MG;21
SP;21
SP;21
AM;21
AM;21
SC;21
AL;21
SP;21
PA;21
MG;21
SC;21
SC;21
MG;21
SC;21
TO;21
AP;21
AC;21
CE;21
SC;21
PE;21
MT;21
CE;21
RJ;21
MG;21
SC;21
RS;21
MG;21
ES;21
RO;21
AL;21
RJ;21
PR;21
RJ;21
MG;21
PR;21
RN;21
PA;21
SP;21
BA;21
SP;21
RJ;21
RJ;21
TO;21
PA;21
MG;21
MG;21
ES;21
MG;21
RJ;21
PE;21
SC;21
PA;21
PA;21
MG;21
ES;21
RS;21
RJ;21
AL;21
PI;21
SP;21
SP;21
PE;21
AL;21
AL;21
CE;21
RJ;21
MS;21
PE;21
MG;21
RJ;21
MG;21
SP;21
AL;21
SP;21
SP;21
BA;21
MG;21
GO;21
PR;21
SE;21
RJ;21
RJ;21
PR;21
MG;21
MG;21
MA;21
AL;21
GO;21
MG;21
RJ;21
MG;21
PR;21
CE;21
MG;21
AM;21
SP;21
MG;21
RS;21
SP;21
MG;21
CE;21
SP;21
SC;21
SP;21
PE;21
SP;21
MG;21
MG;21
PR;21
GO;21
RS;21
SP;21
SP;21
MG;21
MS;21
BA;21
BA;20
BA;20
BA;20
PE;20
PE;20
RN;20
CE;20
AL;20
PB;20
RN;20
GO;20
GO;20
GO;20
BA;20
PE;20
BA;20
CE;20
CE;20
PB;20
GO;20
MA;20
AL;20
AL;20
CE;20
AL;20
AL;20
CE;20
RN;20
RJ;20
GO;20
GO;20
GO;20
GO;20
GO;20
PE;20
MS;20
GO;20
GO;20
MT;20
GO;20
RJ;20
GO;20
GO;20
SP;20
MG;20
MG;20
MG;20
RJ;20
RJ;20
SP;20
RJ;20
RJ;20
SP;20
RJ;20
BA;20
SP;20
GO;20
RJ;20
AL;20
MG;20
SC;20
RJ;20
SC;20
SP;20
SC;20
RS;20
SP;20
SP;20
MG;20
PR;20
RJ;20
RS;20
MG;20
RS;20
MG;20
MS;20
MG;20
MG;20
CE;20
AM;20
RJ;20
PA;20
PA;20
GO;20
TO;20
GO;20
TO;20
DF;20
RO;20
RJ;20
MG;20
RS;20
MA;20
SC;20
SC;20
GO;20
RS;20
RJ;20
MA;20
SC;20
AL;20
RS;20
SP;20
BA;20
AC;20
GO;20
SC;20
GO;20
AL;20
RJ;20
AM;20
AL;20
RS;20
GO;20
PA;20
PR;20
AC;20
PB;20
PE;20
SC;20
GO;20
SP;20
PA;20
PA;20
GO;20
SP;20
RJ;20
RJ;20
GO;20
MT;20
SP;20
MG;20
PB;20
GO;20
SP;20
MG;20
RN;20
SC;20
RS;20
RN;20
RJ;20
BA;20
AC;20
RJ;20
SP;20
CE;20
RS;20
GO;20
GO;20
RS;20
AM;20
SP;20
MG;20
SP;20
RJ;20
RJ;20
RJ;20
ES;20
MS;20
RJ;20
MG;20
SP;20
ES;20
SP;20
GO;20
RJ;20
PR;20
PR;20
RJ;20
BA;20
RJ;20
SP;20
MG;20
GO;20
ES;20
GO;20
SC;20
RJ;20
SP;20
RJ;20
RJ;20
MG;20
RJ;20
PA;20
BA;20
RS;20
BA;20
RS;20
SP;20
SP;20
RJ;20
SP;20
RJ;20
PR;20
GO;20
SP;20
MG;20
RS;20
PR;20
RJ;20
SP;20
SC;20
CE;20
SP;20
RJ;20
SP;20
RN;20
GO;20
MT;20
MG;20
SP;20
PA;20
PE;20
AL;20
ES;20
PA;20
AL;20
CE;20
RS;20
RJ;20
SP;20
PA;20
MG;20
SC;20
PB;20
RJ;20
MG;20
AL;20
SP;20
SP;20
RJ;20
BA;20
PR;20
SC;20
MG;20
PA;20
CE;20
CE;20
SP;20
CE;20
MG;20
SC;20
SP;20
SP;20
AM;20
PR;20
SC;20
RS;20
SC;20
AC;20
PI;20
MG;20
AM;20
RJ;20
MG;20
RJ;20
ES;20
MA;20
SP;20
SP;20
SC;20
RJ;20
RJ;20
SC;20
BA;20
SP;20
PE;20
DF;20
PB;20
RJ;20
PR;20
PR;20
GO;20
RJ;20
PR;20
SP;20
GO;20
SP;20
GO;20
GO;20
BA;20
SP;20
SC;20
BA;20
RS;20
CE;20
PA;20
SC;20
BA;20
MG;20
SP;20
SP;20
PA;20
BA;20
CE;20
PB;20
RJ;20
BA;20
PI;20
GO;20
RS;20
RJ;20
SP;20
MG;20
PR;20
RN;20
MG;20
SP;20
PE;20
RJ;20
BA;20
MG;20
SP;20
GO;20
CE;20
RS;20
MT;20
MG;20
MG;20
RS;20
RN;20
SP;20
ES;20
SC;20
RJ;20
MG;20
RS;20
RN;20
CE;20
MG;20
MG;20
RJ;20
RJ;20
PE;20
PA;20
BA;20
AM;20
MG;20
BA;20
SC;20
RJ;20
MT;20
SP;20
AL;20
GO;20
RS;20
BA;20
BA;20
RJ;20
ES;20
AM;20
RS;20
RJ;20
BA;20
PR;20
ES;20
RJ;20
RJ;20
SP;20
SP;20
SP;20
RJ;20
PR;20
RJ;20
PA;20
RJ;20
RJ;20
SP;20
ES;20
SP;20
RS;20
BA;20
RR;20
RJ;20
RJ;20
PR;20
PI;20
SP;20
MT;20
SC;20
GO;20
RJ;20
AL;20
RS;20
AM;20
SP;20
RN;20
PE;20
MG;20
RJ;20
GO;20
ES;20
RJ;20
MA;20
AL;20
SC;20
SP;20
GO;20
BA;20
RJ;20
RJ;20
RJ;20
PE;20
RJ;20
MG;20
MT;20
RJ;20
SC;20
RS;20
MG;20
SC;20
MG;20
MA;20
RJ;20
PE;20
BA;20
SC;20
AL;20
ES;20
CE;20
RJ;20
MG;20
PR;20
SC;20
PR;20
MG;20
RJ;20
BA;20
SP;20
AM;20
SC;20
RN;20
PI;20
RJ;20
SP;20
RS;20
MG;20
AM;20
GO;20
BA;20
PA;20
SP;20
TO;20
PE;20
PR;20
SP;20
SP;20
PB;20
PI;20
MG;20
PR;20
GO;20
RS;20
AM;20
BA;20
SC;20
SP;20
MA;20
BA;20
BA;20
SP;20
SP;20
PA;20
PA;20
PA;20
SP;20
MA;20
MG;20
BA;20
SP;20
SP;20
BA;20
PA;20
MG;20
PA;20
AP;20
PI;20
RS;20
MG;20
MG;20
BA;20
MG;20
PA;20
RN;20
PI;20
MG;20
MG;20
SP;20
MG;20
RJ;20
RJ;20
ES;20
PR;20
RJ;20
SP;20
SP;20
RJ;20
CE;20
MG;20
BA;20
SC;20
RJ;20
GO;20
SC;20
SC;20
RJ;20
BA;20
SC;20
TO;20
SP;20
AC;20
ES;20
ES;20
GO;20
PA;20
PA;20
ES;20
MG;20
AM;20
BA;19
SE;19
AL;19
PE;19
BA;19
PE;19
PE;19
MS;19
AL;19
RJ;19
SP;19
SP;19
RJ;19
RO;19
BA;19
SP;19
PR;19
GO;19
SP;19
RJ;19
MG;19
BA;19
BA;19
PE;19
BA;19
BA;19
BA;19
SC;19
GO;19
RS;19
GO;19
SC;19
SC;19
PA;19
GO;19
AL;19
MA;19
MG;19
SP;19
ES;19
SC;19
SE;19
BA;19
PA;19
BA;19
PA;19
MT;19
MG;19
RJ;19
RN;19
MT;19
RS;19
RJ;19
PE;19
BA;19
GO;19
GO;19
SP;19
MG;19
MG;19
BA;19
CE;19
PE;19
RS;19
TO;19
PR;19
SE;19
SP;19
MG;19
CE;19
RS;19
SP;19
PR;19
AP;19
MG;19
RN;19
MA;19
CE;19
RS;19
BA;19
SC;19
BA;19
MG;19
RO;19
SC;19
AL;18
PE;18
RN;18
AL;18
AL;18
BA;18
CE;18
PB;18
PE;18
CE;18
AL;18
CE;18
AL;18
GO;18
CE;18
AL;18
CE;18
MA;18
SP;18
SP;18
GO;18
MS;18
AL;18
RJ;18
GO;18
RJ;18
MG;18
SP;18
SP;18
SP;18
GO;18
RJ;18
SE;18
AM;18
MG;18
RJ;18
SP;18
RS;18
SC;18
SP;18
MG;18
SP;18
RJ;18
SP;18
RJ;18
PA;18
MG;18
PI;18
MG;18
SC;18
RJ;18
PE;18
CE;18
RJ;18
RJ;18
GO;18
RJ;18
PE;18
PE;18
PA;18
RJ;18
BA;18
AM;18
SC;18
RJ;18
SC;18
MG;18
CE;18
CE;18
RN;18
GO;18
PA;18
SC;18
RS;18
MG;18
AL;18
RN;18
MG;18
AC;18
PA;18
RS;18
MT;18
GO;18
GO;18
PA;18
SP;18
SP;18
SC;18
SC;18
PR;18
AL;18
RJ;18
MG;18
RJ;18
SC;18
MG;18
BA;18
BA;18
BA;18
MG;18
SC;18
MG;18
SP;18
AM;18
RS;18
RS;18
BA;18
SP;18
MG;18
RJ;18
MG;18
RJ;18
RS;18
MG;18
RJ;18
SP;18
SP;18
CE;18
PR;18
SC;18
MG;18
MG;18
GO;18
CE;18
SP;18
GO;18
RN;18
RN;18
SC;18
RN;18
SP;18
ES;18
MA;18
BA;18
SP;18
SP;18
AL;18
BA;18
SP;18
PI;18
RJ;18
GO;18
MT;18
MT;18
PR;18
MG;18
MG;18
AP;18
SP;18
CE;18
PE;18
RS;18
AM;18
SP;18
RS;18
CE;18
CE;18
MG;18
RJ;18
RJ;18
AM;18
RS;18
RJ;18
PR;18
AL;18
PA;18
CE;18
AC;18
CE;18
SC;18
ES;18
SP;18
GO;18
RJ;18
MG;18
MG;18
MG;18
MG;18
MG;18
RS;18
CE;18
RJ;18
MG;18
GO;18
GO;18
PR;18
MA;18
MG;18
SC;18
RS;18
RS;18
ES;18
RJ;18
CE;18
MA;18
AL;18
BA;18
MG;18
RS;18
PA;18
MG;18
SC;18
RS;18
MG;18
GO;18
MG;18
PA;18
RJ;18
SP;18
SC;18
RJ;18
RJ;18
MG;18
CE;18
RJ;18
SP;18
RJ;18
RS;18
SP;18
RS;18
MG;18
AL;18
RN;18
MS;18
PI;18
RJ;18
TO;18
MG;18
AM;18
TO;18
SC;18
MG;18
MT;18
GO;18
BA;18
RN;18
SP;18
RN;18
PR;18
RN;18
BA;18
SP;18
SP;18
SC;18
GO;18
BA;18
RS;18
RJ;18
PA;18
BA;18
SP;18
PR;18
RJ;18
PI;18
PA;18
RJ;18
MG;18
GO;18
MT;18
GO;18
RS;18
PE;18
MG;18
PE;18
PA;18
SP;18
MG;18
SP;18
RS;18
RJ;18
CE;18
AL;17
PE;17
BA;17
CE;17
PB;17
PE;17
CE;17
GO;17
SP;17
MT;17
MS;17
RJ;17
RJ;17
SP;17
SP;17
SP;17
PE;17
PB;17
GO;17
GO;17
RJ;17
ES;17
SC;17
SP;17
GO;17
GO;17
RJ;17
MG;17
SC;17
MG;17
RJ;17
RJ;17
SP;17
BA;17
CE;17
RN;17
SP;17
PA;17
CE;17
AM;17
GO;17
SC;17
PE;17
MA;17
SP;17
SP;17
CE;17
RJ;17
MG;17
PR;17
SC;17
CE;17
SP;17
RS;17
RO;17
PA;17
RN;17
SC;17
CE;17
CE;17
MG;17
MT;17
RJ;17
RJ;17
BA;17
MA;17
MG;17
GO;17
PE;17
MG;17
PI;17
SP;17
AL;17
PE;17
CE;17
GO;17
MG;17
AP;17
RJ;17
BA;17
MG;17
GO;17
MA;17
MG;17
CE;17
SC;17
BA;17
MG;17
MA;17
GO;17
PA;17
AL;17
SC;17
SC;17
PR;17
SC;17
BA;16
AL;16
CE;16
CE;16
BA;16
CE;16
BA;16
BA;16
AL;16
CE;16
CE;16
CE;16
BA;16
CE;16
AL;16
BA;16
RN;16
BA;16
CE;16
GO;16
GO;16
PE;16
GO;16
PB;16
CE;16
MA;16
BA;16
AL;16
GO;16
GO;16
GO;16
GO;16
GO;16
RJ;16
SP;16
GO;16
RJ;16
GO;16
MG;16
SP;16
RJ;16
RJ;16
MG;16
SP;16
PE;16
RJ;16
GO;16
MG;16
SP;16
MA;16
RJ;16
GO;16
PR;16
AM;16
RJ;16
AC;16
MG;16
RJ;16
RJ;16
SC;16
GO;16
PR;16
SP;16
GO;16
RN;16
GO;16
BA;16
PB;16
GO;16
CE;16
CE;16
PE;16
SP;16
BA;16
RJ;16
SP;16
RJ;16
RS;16
SP;16
GO;16
CE;16
SP;16
MG;16
SP;16
RS;16
BA;16
SP;16
SP;16
MG;16
BA;16
CE;16
SP;16
SP;16
PR;16
AM;16
RJ;16
AL;16
PE;16
ES;16
PE;16
MT;16
BA;16
RJ;16
AL;16
SC;16
MG;16
MG;16
SC;16
AM;16
SC;16
SP;16
RJ;16
PE;16
BA;16
AM;16
SC;16
PR;16
MG;16
ES;16
PA;16
SP;16
PI;16
GO;16
PR;16
RJ;16
RJ;16
GO;16
GO;16
MT;16
RJ;16
RS;16
GO;16
PE;16
SC;16
GO;16
SP;16
MG;16
AM;16
SP;16
GO;16
CE;16
CE;16
RN;16
AM;16
PE;16
CE;16
CE;16
BA;16
RJ;16
PR;16
CE;16
MS;16
MT;16
AM;16
RJ;16
GO;16
MG;16
RS;16
PE;16
RJ;16
PR;16
SP;16
BA;16
MA;16
CE;16
RJ;16
CE;16
CE;16
RN;16
BA;16
SC;16
MA;16
RN;16
SC;16
GO;16
GO;16
MT;16
SP;16
MG;16
MG;16
PE;16
BA;16
MA;16
CE;16
MG;16
MG;16
MG;16
BA;16
BA;16
BA;16
SC;16
SP;16
SP;16
MG;16
SP;16
CE;16
SP;16
PI;16
MT;16
SP;16
MA;16
MG;16
RS;16
AL;16
MA;16
MG;16
SC;16
PB;16
PI;16
MG;16
GO;16
PR;16
MG;16
RJ;16
RJ;16
SP;16
BA;16
BA;16
BA;16
RS;16
BA;16
CE;16
GO;16
SP;16
GO;16
SP;16
RS;16
SP;16
AL;16
SP;16
SC;16
MG;16
GO;16
AL;16
PR;16
MG;16
MA;16
RJ;16
PE;16
RN;16
SC;16
MG;16
RN;16
PR;16
SP;16
RS;16
SP;16
AM;16
MG;16
SC;16
MG;16
CE;16
SC;16
PB;16
BA;16
MG;16
RS;16
SP;16
SP;16
PI;16
RN;16
GO;16
SC;16
AL;16
MG;16
AL;16
MG;16
RJ;16
MG;16
BA;16
MG;16
PR;16
ES;16
SP;16
GO;16
SP;16
SP;16
PE;16
GO;16
RJ;16
MG;16
RJ;16
RJ;16
MG;16
RJ;16
GO;16
GO;16
CE;16
MG;16
BA;16
SP;16
RO;16
GO;16
ES;16
AM;16
RJ;16
BA;16
SC;16
GO;16
MG;16
GO;16
PR;16
AL;15
CE;15
PE;15
PB;15
CE;15
MA;15
CE;15
PB;15
AL;15
AL;15
AL;15
PE;15
RJ;15
PB;15
MT;15
GO;15
SP;15
GO;15
GO;15
MG;15
MG;15
RJ;15
SP;15
PR;15
RJ;15
SC;15
SP;15
SP;15
SP;15
SP;15
MG;15
MG;15
MT;15
MG;15
SP;15
MG;15
MA;15
MA;15
GO;15
PR;15
ES;15
RS;15
SC;15
SP;15
MG;15
SP;15
PE;15
SC;15
GO;15
PR;15
GO;15
TO;15
MT;15
SP;15
MG;15
SC;15
SP;15
MG;15
SC;15
PE;15
TO;15
BA;15
SC;15
RS;15
PE;15
AM;15
RN;15
RJ;15
SP;15
PE;15
MG;15
RJ;15
MG;15
MG;15
SP;15
GO;15
RJ;15
PE;15
MA;15
RJ;15
MG;15
PA;15
SC;15
MA;15
RS;15
CE;15
PE;15
ES;15
GO;15
SP;15
RJ;15
RN;15
GO;15
ES;15
BA;15
AL;15
ES;15
GO;15
MG;15
SP;15
